campaign_id,date,channel,region,device_type,audience_segment,campaign_objective,impressions,clicks,ctr_pct,spend_usd,conversions,conversion_rate_pct,bounce_rate_pct,session_duration_sec,audience_age,ad_quality_score,revenue_usd
C02044,16-11-2024,Affiliate,East,Tablet,Gen X,Awareness,78283,1334,1.7,,76,5.7,16.73,82,25,7.58,6461.58
C02045,03-08-2024,Affiliate,Central,Tablet,Millennials,Sales,85168,866,1.02,597.65,57,6.58,40.55,126,48,5.54,5607.05
C02046,31-07-2024,Email,East,Tablet,Gen Z,Awareness,62026,1487,2.4,640.44,136,9.15,60.32,128,39,9.66,10792.19
C02047,26-04-2025,Display,South,Tablet,Millennials,Leads,146987,545,0.37,473.42,19,3.49,66.44,116,32,6.92,1994.59
C02048,08-01-2024,Search,Central,Mobile,Boomers,Leads,173053,6457,3.73,1742.66,439,6.8,25.48,212,41,5.05,43831.07
C02049,15-08-2024,Affiliate,Central,Desktop,Boomers,Traffic,63785,1144,1.79,949.24,7,0.61,17.91,150,21,5.99,300.15
C02050,02-07-2025,Display,East,Desktop,Boomers,Traffic,117463,588,0.5,738.94,6,1.02,47.55,152,37,6.83,479.71
C02051,29-03-2024,Video,South,CTV,Gen X,Traffic,175859,6228,3.54,14563.63,210,3.37,49.89,114,0,8.33,13240.12
C02052,21-11-2025,Video,North,CTV,Millennials,Sales,203355,5796,2.85,11730.8,186,3.21,70.38,219,27,5.65,18422.54
C02053,29-12-2024,Social,South,Desktop,Boomers,Traffic,116735,3465,2.97,4682.79,158,4.56,,78,42,3.72,7768.94
C02054,29-05-2024,Affiliate,East,Mobile,Gen X,Traffic,114449,2290,2,2393.74,91,3.97,33.59,200,18,8.24,5293.82
C02055,23-06-2025,Social,West,Desktop,Gen Z,Traffic,52991,825,1.56,783.96,25,3.03,46.56,177,22,5.01,1947.71
C02056,28-05-2024,Search,West,Desktop,Boomers,Sales,5767228,192127,3.33,516633.13,19766,10.29,70.99,157,46,8.85,313043.72
C02057,06-09-2025,Search,Central,Desktop,Gen Z,App Installs,141858,7636,5.38,15452.56,541,7.08,52.01,80,18,4.05,63220.53
C02058,11-11-2025,Search,West,CTV,Gen Z,Awareness,202566,10158,5.01,17326.21,752,7.4,50.83,165,31,7.33,31473.1
C02059,17-05-2024,Search,North,Desktop,Millennials,Awareness,164108,7846,4.78,10906.99,657,8.37,53.65,113,39,8.69,59933.27
C02060,05-07-2025,Display,South,Mobile,Gen Z,Awareness,157206,1328,0.84,1022.07,0,0,29.93,114,39,4.7,286.93
C02061,31-05-2024,Email,East,Mobile,Millennials,Traffic,86324,3101,3.59,20,166,5.35,46.63,252,34,7.76,8608.53
C02062,01-11-2024,Video,Central,CTV,Millennials,Leads,261472,3794,1.45,6479.24,225,5.93,58.72,175,40,10,11430.76
C02063,01-09-2024,Display,West,Desktop,Millennials,Awareness,162088,2366,1.46,1801.36,91,3.85,71.66,208,44,6.54,6435.45
C02064,06-08-2025,Email,East,Mobile,Gen Z,Awareness,52679,2138,4.06,647.18,172,8.04,51.84,166,23,6.88,20368.41
C02065,07-06-2024,Search,Central,Tablet,Gen Z,App Installs,156117,4560,2.92,10696.05,443,9.71,46.4,41,56,8.43,39486.21
C02066,26-10-2025,Video,South,Mobile,Millennials,Awareness,170923,3885,2.27,7852.45,199,5.12,32.3,140,43,3.29,17932.99
C02067,11-05-2024,Social,West,CTV,Millennials,Leads,73125,2698,3.69,3706.05,86,3.19,33.41,191,31,7.61,9760.68
C02068,01-12-2025,Affiliate,East,Desktop,Boomers,Awareness,897,3,0.33,15905.56,2,66.67,71.05,109,53,8.92,53.88
C02069,27-07-2024,Video,South,Mobile,Millennials,Awareness,245613,6193,2.52,8543.44,429,6.93,63.25,91,29,9.59,39409.5
C02070,27-09-2024,Display,East,Mobile,Gen X,Awareness,140658,921,0.65,1042.69,29,3.15,62.85,199,22,5.68,3446.11
C02071,13-09-2025,Display,North,Mobile,Millennials,Traffic,204801,865,0.42,705.87,20,2.31,67.08,192,31,8.11,1165.53
C02072,04-07-2024,Video,Central,Tablet,Millennials,Sales,204511,9646,4.72,20718.07,327,3.39,37.63,217,32,5.58,32485.12
C02073,28-07-2024,Social,East,Tablet,Gen X,Awareness,128988,3286,2.55,3452.15,234,7.12,54.34,103,35,8.4,24437.73
C02074,22-08-2024,Display,West,Tablet,Gen X,Awareness,170557,1735,1.02,738.07,66,3.8,43.72,198,53,5.95,2322.32
C02075,03-11-2024,Search,South,Desktop,Gen X,Traffic,132148,3925,2.97,5335.41,312,7.95,52.78,114,35,5.74,33907.56
C02076,07-12-2024,Video,West,CTV,Gen Z,Awareness,223666,5982,2.67,9628.46,271,4.53,35.81,157,28,7.13,6675.29
C02077,13-08-2025,Email,West,Tablet,Millennials,Awareness,75903,730,0.96,203.19,99,13.56,34.8,148,36,8.13,8182.47
C02078,18-09-2024,Display,South,Desktop,Boomers,Leads,194112,1822,0.94,1247.44,0,0,52.11,113,34,6.26,0
C02079,31-10-2024,Display,West,CTV,Boomers,Sales,170267,1504,0.88,358.15,34,2.26,60.71,259,28,6.6,2669.95
C02080,17-09-2024,Email,East,Desktop,Millennials,Sales,43922,1286,2.93,670.55,78,6.07,69.01,249,34,8.7,4738.25
C02081,14-03-2024,Video,Central,CTV,Boomers,App Installs,206816,1791,0.87,1730.54,100,5.58,63.2,122,28,5.91,9952.74
C02082,14-03-2024,Email,South,CTV,Gen Z,App Installs,61105,67,0.11,638.44,558,832.84,29.89,206,46,8.25,8606.14
C02083,21-07-2025,Affiliate,West,Desktop,Gen Z,Traffic,95177,1744,1.83,1821.05,79,4.53,72.56,130,29,6.6,6614.78
C02084,17-04-2025,Display,North,Desktop,Gen Z,Leads,185585,1214,0.65,966.89,31,2.55,33.09,145,23,6.66,3808.02
C02085,21-07-2025,Email,West,Desktop,Gen Z,Awareness,70375,1804,2.56,553.14,106,5.88,83.43,272,36,4.49,6766.09
C02086,08-12-2024,Display,East,Desktop,Gen X,Sales,256105,2347,0.92,406.72,36,1.53,30.24,86,34,9.03,1696.08
C02087,22-04-2025,Social,Central,CTV,Millennials,Traffic,115384,2446,2.12,2893.57,19,0.78,68.83,186,34,8.22,934.7
C02088,19-05-2025,Social,North,Desktop,Gen Z,Traffic,134347,2738,2.04,1922.9,8,0.29,45.68,34,42,9.5,1184.54
C02089,10-01-2025,Video,North,CTV,Gen X,Awareness,156887,4889,3.12,9670.36,284,5.81,51.51,93,41,4.55,18092.72
C02090,15-08-2025,Affiliate,North,Mobile,Boomers,App Installs,96729,1358,1.4,1446.85,45,3.31,38.77,118,38,7.36,3120.58
C02091,02-03-2025,Social,North,Desktop,Gen X,Traffic,94439,3012,3.19,4377.37,157,5.21,67.31,138,30,4.41,12638
C02092,10-03-2024,Search,South,Mobile,Gen Z,App Installs,126832,7153,5.64,21925.25,420,5.87,31.13,216,19,7.73,26576.62
C02093,21-01-2025,Video,South,Desktop,Boomers,Traffic,178630,2096,1.17,3199.03,133,6.35,74.48,200,36,5.28,7112.99
C02094,27-01-2024,Affiliate,Central,Tablet,Boomers,Sales,118627,1036,0.87,301.48,15,1.45,56.74,178,35,8.12,1224.66
C02095,28-03-2025,Affiliate,East,CTV,Gen Z,Leads,26193,505,1.93,364.69,0,0,76.73,151,25,6.46,653.76
C02096,29-07-2024,Search,South,Mobile,Gen Z,App Installs,79665,2428,3.05,2955.02,72,2.97,50.07,210,40,5.2,5586.02
C02097,29-10-2024,Social,Central,Desktop,Gen Z,Sales,101670,1788,1.76,2608.21,65,3.64,37.3,149,36,7.34,3620.4
C02098,07-10-2024,Video,West,Tablet,Gen X,Traffic,173487,4778,2.75,6927.61,266,5.57,65.41,204,32,10,26520.73
C02099,14-08-2024,Video,South,Tablet,Gen Z,App Installs,278932,10093,3.62,11151.23,329,3.26,39.29,131,18,7.74,27951.11
C02100,28-06-2025,Video,South,Desktop,Boomers,App Installs,221727,6351,2.86,9564.9,538,8.47,50.01,243,27,5.67,45142.28
C02101,21-09-2024,Search,South,CTV,Millennials,App Installs,145454,7873,5.41,11502.19,630,8,30.18,190,25,6.82,73819.07
C02102,25-01-2024,Email,North,CTV,Boomers,Leads,60369,2311,3.83,702.68,47,2.03,70.57,183,43,7.5,1374.75
C02103,22-08-2025,Affiliate,West,CTV,Millennials,Awareness,57400,1455,2.53,1858.83,55,3.78,56.81,299,23,6.71,6327.31
C02104,15-04-2024,Display,West,Desktop,Gen X,Awareness,210396,1465,0.7,1240.66,3,0.2,65.18,132,35,6.58,0
C02105,16-03-2025,Search,North,Tablet,Gen X,Awareness,150845,7151,4.74,18176.95,0,0,74.11,95,33,4.87,343.34
C02106,25-12-2024,Social,East,Desktop,Gen Z,Awareness,117222,1456,1.24,893.79,29,1.99,79.16,77,38,6.04,1825.51
C02107,19-12-2024,Social,Central,Mobile,Gen X,Traffic,76349,1611,2.11,2502.33,0,0,62.07,147,37,9.48,0
C02108,22-01-2024,Email,South,Mobile,Millennials,Leads,32400,931,2.87,296.83,57,6.12,62.72,121,31,6.53,3303.8
C02109,10-03-2024,Search,Central,Mobile,Boomers,Awareness,147161,6303,4.28,14720.68,231,3.66,49.81,181,36,6.21,28524.62
C02110,27-04-2025,Search,East,Mobile,Gen X,Awareness,146787,6233,4.25,9468.59,329,5.28,29.87,134,28,7.13,37697.3
C02111,16-12-2025,Display,East,CTV,Millennials,Leads,131579,1765,1.34,1045.57,99,5.61,64.92,113,37,7.01,6698.45
C02112,19-01-2025,Video,East,Desktop,Gen Z,Leads,192840,4857,2.52,7986.25,184,3.79,65.82,54,30,4.45,17056.53
C02113,10-05-2024,Video,Central,Mobile,Millennials,Awareness,249560,4423,1.77,7574.01,172,3.89,38.97,66,30,5.41,8788.24
C02114,29-03-2025,Email,West,CTV,Gen Z,Leads,59811,890,1.49,238.93,51,5.73,67.1,161,42,4.89,5988.92
C02115,04-03-2025,Social,South,CTV,Gen Z,Awareness,102224,3161,3.09,4477.58,106,3.35,75.98,174,30,5.52,7529.02
C02116,31-05-2025,Affiliate,South,Desktop,Millennials,Traffic,55524,1340,2.41,1475.11,79,5.9,34.58,177,35,8.43,7297.15
C02117,08-04-2025,Email,Central,Tablet,Boomers,Traffic,76152,2095,2.75,867.5,185,8.83,58.08,264,25,9.37,17256.58
C02118,25-02-2024,Display,East,Tablet,Boomers,Awareness,184512,1030,0.56,839.29,0,0,77.97,103,39,7.27,0
C02119,29-10-2025,Affiliate,West,Desktop,Millennials,App Installs,56751,1167,2.06,1322.27,35,3,48.24,103,33,5.95,2465.57
C02120,27-08-2025,Email,North,Desktop,Boomers,Awareness,63589,2508,3.94,698.29,326,13,42.09,111,26,7.78,23679.25
C02121,13-09-2024,Search,South,Tablet,Gen Z,Sales,92763,4312,4.65,5472.12,290,6.73,58.12,254,53,6.43,30730.81
C02122,22-12-2024,Search,West,Tablet,Millennials,Leads,147376,5311,3.6,8646.85,303,5.71,30.51,212,43,8.32,3904.5
C02123,07-01-2025,Social,North,Tablet,Gen X,Leads,93561,2410,2.58,1953.47,143,5.93,47.25,81,32,6.32,10627.2
C02124,22-12-2025,Search,North,Desktop,Boomers,Leads,86817,5182,5.97,6556.11,221,4.26,54.25,139,25,6.32,9975.78
C02125,19-04-2024,Video,East,CTV,Millennials,Awareness,225497,2893,1.28,4521.5,87,3.01,74.18,178,18,5.97,5067.84
C02126,14-07-2024,Email,West,Mobile,Gen X,Leads,58282,2690,4.62,516.15,101,3.75,46.55,181,33,6.93,5883.48
C02127,05-11-2025,Video,West,Desktop,Boomers,Leads,221360,7930,3.58,14544.94,605,7.63,46.44,189,30,,62176.02
C02128,26-08-2024,Email,Central,Tablet,Gen X,Awareness,37534,1156,3.08,548.56,153,13.24,26.82,232,38,7.91,13751.73
C02129,22-02-2025,Affiliate,West,CTV,Gen X,Awareness,97717,1570,1.61,120.01,102,6.5,38.75,110,21,8.03,6365.14
C02130,15-12-2024,Email,North,Desktop,Gen Z,Traffic,28409,1261,4.44,511.85,53,4.2,57.22,191,42,8.56,5541.83
C02131,11-05-2024,Search,East,CTV,Millennials,App Installs,146175,5277,3.61,12064.53,303,5.74,29.58,179,45,4.37,18453.98
C02132,20-10-2025,Video,North,Desktop,Boomers,Sales,196777,,1.44,4489.7,172,6.08,39.44,249,38,6.43,18286.39
C02133,26-03-2025,Affiliate,North,Tablet,Boomers,Sales,77255,530,0.69,457.19,21,3.96,52.09,255,20,6.48,2140.57
C02134,09-07-2025,Affiliate,Central,CTV,Gen Z,Awareness,40775,646,1.58,573.77,53,8.2,63.71,185,40,6.98,1899
C02135,08-04-2025,Social,North,CTV,Boomers,Traffic,85392,1146,1.34,1473.43,43,3.75,54.86,180,37,4.51,3457.79
C02136,07-07-2025,Video,East,Mobile,Gen X,Leads,183254,5772,3.15,8958.21,106,1.84,61.15,158,34,9.61,2147.65
C02137,20-08-2024,Email,West,Desktop,Boomers,Awareness,37057,944,2.55,501.43,39,4.13,57.83,162,32,5.02,3370.66
C02138,28-04-2024,Display,West,Mobile,Millennials,Sales,208389,2991,1.44,3818.03,87,2.91,,137,26,5.8,7412.37
C02139,22-01-2025,Social,South,Tablet,Gen Z,App Installs,88863,703,0.79,949.84,2,0.28,77.19,187,37,8.56,0
C02140,09-03-2024,Video,North,Tablet,Boomers,Sales,204873,9340,4.56,13309.12,506,5.42,60.1,160,50,5.91,42519.21
C02141,21-01-2024,Social,North,Desktop,Gen Z,Sales,72621,1690,2.33,1183.91,68,4.02,44.55,92,48,8.12,7006.2
C02142,27-07-2025,Display,East,Desktop,Gen Z,Traffic,191593,1835,0.96,1756.26,0,0,45.4,127,42,9.9,0
C02143,16-10-2025,Search,East,CTV,Gen Z,Leads,154761,5970,3.86,14904.87,269,4.51,47.52,133,25,9.14,21147.03
C02144,30-09-2024,Affiliate,West,CTV,Millennials,Leads,55991,1047,1.87,457.06,47,4.49,48.76,162,19,4.28,2739.3
C02145,11-09-2025,Social,North,Mobile,Boomers,Leads,125280,3396,2.71,3823.68,189,5.57,47.68,144,31,7.67,17185.41
C02146,04-12-2024,Display,South,Desktop,Gen X,Sales,171124,1994,1.17,1197.4,31,1.55,66.97,77,37,5.43,2528.84
C02147,05-07-2025,Video,West,Desktop,Boomers,Leads,177113,2034,1.15,2783.09,59,2.9,29.86,107,37,8.78,6716.82
C02148,22-05-2024,Affiliate,Central,CTV,Gen Z,App Installs,72417,234,0.32,245.77,9,3.85,46.27,90,38,8.38,71.08
C02149,16-07-2025,Email,South,Mobile,Millennials,Leads,94427,3722,3.94,1251.4,268,7.2,66.89,92,32,7.95,17800.84
C02150,09-01-2025,Affiliate,East,Mobile,Millennials,Sales,75871,1166,1.54,763.94,48,4.12,76.89,155,41,5.42,944.71
C02151,16-08-2024,Social,West,Tablet,Gen Z,Sales,88063,2168,2.46,2848.16,74,3.41,52.26,131,38,6.63,5675.27
C02152,08-02-2024,Display,Central,Mobile,Boomers,Traffic,145306,1023,0.7,829.01,25,2.44,59.71,136,28,8.88,1282.2
C02153,10-10-2024,Affiliate,West,Mobile,Gen Z,Traffic,63922,1472,2.3,365.07,92,6.25,32.04,205,34,6.04,8976.24
C02154,06-12-2024,Affiliate,South,CTV,Millennials,App Installs,939,0,0,12186.03,2,0.32,43.75,189,35,7.59,20.32
C02155,09-11-2025,Video,South,Tablet,Millennials,Traffic,229518,7277,3.17,7803.32,275,3.78,52.51,189,35,5.89,29272.21
C02156,10-09-2025,Affiliate,Central,Mobile,Gen X,Leads,62370,1030,1.65,759.24,9,0.87,53.75,101,48,8.14,588.22
C02157,19-07-2025,Search,East,Tablet,Gen Z,Sales,156823,8214,5.24,8003.02,899,10.94,48.73,243,25,6.34,66013.04
C02158,13-08-2024,Affiliate,West,CTV,Boomers,Leads,54590,1149,2.1,1453.52,68,5.92,63.92,66,37,6.87,6236.61
C02159,03-12-2025,Display,Central,CTV,Gen X,Awareness,172543,1807,1.05,1672.06,76,4.21,66.17,173,43,6.65,6399.19
C02160,19-05-2025,Social,West,CTV,Gen X,Traffic,85334,1580,1.85,1823.77,30,1.9,62.2,234,34,9.17,890.63
C02161,18-02-2025,Email,Central,Desktop,Boomers,Sales,57064,2907,5.09,183.53,170,5.85,51.13,176,28,5.83,6973.1
C02162,09-11-2024,Display,West,Tablet,Gen Z,Awareness,152323,1198,0.79,1072.76,17,1.42,73.11,145,31,7.46,610.69
C02163,13-06-2025,Search,North,Mobile,Boomers,Awareness,132690,6305,4.75,13218.17,393,6.23,48.18,211,29,5.54,31125.88
C02164,05-10-2024,Video,Central,Mobile,Boomers,App Installs,188222,4999,2.66,8124.35,201,4.02,63.19,139,36,7.22,21471.45
C02165,06-10-2025,Email,North,Tablet,Boomers,Traffic,50600,517,1.02,441.06,,10.83,63.76,123,28,6.63,5690.29
C02166,22-02-2025,Social,West,CTV,Gen Z,Traffic,99132,2538,2.56,2083.44,122,4.81,86.11,227,31,8.68,2964.29
C02167,14-08-2025,Video,North,Tablet,Boomers,Sales,144719,4056,2.8,6706.28,155,3.82,88.4,233,19,9.37,14591.18
C02168,07-09-2024,Affiliate,West,Mobile,Gen X,Traffic,91229,1836,2.01,2166.47,99,5.39,43.11,51,24,9.22,12008.45
C02169,24-12-2025,Email,East,Tablet,Gen X,Leads,41662,2090,5.02,1011.82,215,10.29,63.12,122,31,8.5,19294.28
C02170,12-03-2024,Video,South,Mobile,Boomers,Awareness,204554,4423,2.16,5006.29,275,6.22,33.38,55,34,5.33,17943.96
C02171,30-12-2024,Search,North,Desktop,Gen X,App Installs,163187,5488,3.36,6997.72,404,7.36,63.84,226,30,6.73,37001.57
C02172,23-06-2025,Affiliate,Central,Tablet,Gen X,Traffic,84276,2124,2.52,2520.76,55,2.59,84.01,117,45,6.56,2324.77
C02173,20-11-2024,Email,West,Desktop,Boomers,Traffic,82094,3136,3.82,1179.41,258,8.23,53.37,168,29,8.16,22732.71
C02174,19-05-2024,Email,West,Mobile,Boomers,Traffic,63255,1271,2.01,276.83,75,5.9,33.65,189,36,7.46,5221.01
C02175,28-04-2024,Affiliate,West,Desktop,Boomers,Leads,115158,2349,2.04,2266.76,140,5.96,49.9,186,30,9.83,9766.24
C02176,29-10-2024,Email,South,CTV,Millennials,Awareness,56776,1203,2.12,588.17,80,6.65,54.13,161,37,7.67,7186.68
C02177,06-03-2025,Affiliate,South,Mobile,Boomers,Leads,37118,543,1.46,730.52,18,3.31,30.32,221,48,6.98,2392.49
C02178,25-05-2025,Email,South,Tablet,Millennials,Awareness,69864,2022,2.89,1164.9,150,7.42,59.8,198,27,9.52,13797.06
C02179,11-02-2025,Search,North,CTV,Gen Z,App Installs,132403,6945,5.25,16947.31,680,9.79,39.39,196,40,5.87,69817.2
C02180,30-09-2025,Social,North,Mobile,Boomers,Awareness,55328,1623,2.93,1821.89,89,5.48,89.04,113,32,8.39,9482.09
C02181,03-09-2024,Affiliate,South,CTV,Gen X,Traffic,115358,2219,1.92,2941.54,94,4.24,18.9,196,18,7.88,12151.93
C02182,14-09-2025,Social,South,Tablet,Millennials,App Installs,100264,3031,3.02,3499.27,111,3.66,41.09,166,18,6.29,6536.48
C02183,06-11-2025,Social,West,Tablet,Gen Z,Leads,102308,1699,1.66,1969.79,99,5.83,51.66,167,38,7.08,11781.96
C02184,12-02-2024,Search,South,Mobile,Gen Z,Awareness,142469,6301,4.42,11053.99,86,1.36,48.29,331,18,7.34,2567.16
C02185,08-12-2024,Video,Central,Mobile,Gen Z,Traffic,203558,5852,2.87,9254.75,427,7.3,62.83,49,24,7.2,34057.81
C02186,21-02-2024,Display,East,Desktop,Gen Z,Awareness,235949,3033,1.29,2473.7,174,5.74,49.28,218,39,6.29,20801.52
C02187,18-07-2024,Video,East,Desktop,Boomers,Awareness,179533,4552,2.54,11972.89,279,6.13,77.69,76,32,8.84,29439.97
C02188,02-12-2024,Video,North,CTV,Gen Z,Sales,116278,2313,1.99,2296.7,210,9.08,26.16,195,41,8.78,17555.12
C02189,05-03-2024,Affiliate,North,Desktop,Boomers,Sales,38299,634,1.66,504.52,0,0,,188,26,4.3,275.99
C02190,04-11-2024,Display,West,Desktop,Millennials,Leads,161844,2566,1.59,1513.01,157,6.12,63.33,88,33,5.49,11469.2
C02191,24-02-2024,Search,South,Mobile,Gen Z,Leads,106913,5899,5.52,5340.63,430,7.29,47.77,113,34,7.63,41901.8
C02192,16-12-2024,Display,West,Mobile,Millennials,App Installs,203745,2495,1.22,2594.88,33,1.32,41.33,90,35,7.63,3208.39
C02193,26-11-2024,Affiliate,East,Mobile,Millennials,App Installs,102067,2630,2.58,2642.45,140,5.32,33.87,54,19,6.48,6206.66
C02194,11-09-2025,Search,Central,Mobile,Millennials,Traffic,117055,5976,5.11,3261.36,369,6.17,20.87,78,36,8.74,31478.69
C02195,30-12-2025,Display,North,Desktop,Gen Z,Leads,184890,1530,0.83,1119.73,46,3.01,54.29,160,30,7.46,1635.71
C02196,02-02-2024,Social,South,Mobile,Millennials,Leads,146928,3504,2.38,5521.23,,3.57,63.91,202,25,6.22,11508.06
C02197,14-11-2024,Display,West,Desktop,Gen Z,Leads,153530,280,0.18,110.29,6,2.14,70.3,246,33,7.27,84.6
C02198,11-12-2025,Affiliate,Central,Tablet,Boomers,Sales,128614,2347,1.82,412.84,79,3.37,53.31,136,24,6.67,6624.68
C02199,01-01-2024,Video,Central,CTV,Millennials,Leads,280887,8198,2.92,13023.38,739,9.01,57.48,105,31,6.85,41616.58
C02200,16-12-2025,Social,South,Tablet,Boomers,Awareness,144676,3888,2.69,7474.68,113,2.91,62.41,191,34,6.33,11032.07
C02201,23-07-2025,Email,Central,Tablet,Millennials,Traffic,71318,2605,3.65,1759.07,172,6.6,71.9,220,28,10,13850.77
C02202,28-01-2025,Affiliate,West,CTV,Boomers,Sales,115811,2416,2.09,2646.5,0,0,78.01,253,41,6.63,62.41
C02203,28-02-2025,Email,East,Tablet,Gen Z,App Installs,27184,1017,3.74,812.9,71,6.98,43.01,144,46,6.31,4030.62
C02204,22-10-2025,Video,West,Desktop,Gen X,Leads,221904,6144,2.77,8459.42,285,4.64,50.74,235,32,3.7,21744.96
C02205,25-09-2025,Affiliate,North,CTV,Millennials,Awareness,54956,358,0.65,393.85,4,1.12,27.08,180,44,,631.03
C02206,14-08-2025,Email,East,CTV,Gen X,App Installs,53923,1075,1.99,346.62,66,6.14,64.98,20,38,6.18,6699.17
C02207,12-03-2024,Affiliate,Central,Tablet,Boomers,Awareness,80934,957,1.18,541.1,44,4.6,61.83,101,25,,4182.23
C02208,06-02-2024,Search,South,Tablet,Boomers,Traffic,149697,6062,4.05,15816.81,377,6.22,78.4,126,18,8.05,26212.71
C02209,14-12-2024,Display,South,Mobile,Millennials,Leads,167914,2268,1.35,2155.81,0,0,,260,39,6.24,428.94
C02210,16-04-2024,Display,South,Tablet,Gen Z,Awareness,177487,782,0.44,575.74,40,5.12,44.59,139,37,7.97,2212.61
C02211,06-12-2025,Display,North,Tablet,Millennials,Sales,235335,2355,1,1274.06,0,0,47.66,148,20,6.5,0
C02212,24-08-2024,Email,East,Desktop,Gen Z,Sales,41854,556,1.33,279.01,60,10.79,46.02,182,40,3.54,4898.95
C02213,20-12-2024,Display,Central,Desktop,Millennials,Awareness,175700,2149,1.22,1857.05,146,6.79,52.56,133,29,6.76,8713.56
C02214,22-03-2024,Email,East,Mobile,Boomers,Sales,61232,2677,4.37,319.98,188,7.02,64.82,192,37,5.81,11093.94
C02215,30-10-2024,Display,East,Desktop,Millennials,Awareness,189218,1640,0.87,866,7,0.43,30.5,185,43,6.94,325.33
C02216,20-06-2024,Video,West,Mobile,Gen X,Sales,264348,7799,2.95,13072.72,64,0.82,51.82,194,34,7.02,4191.07
C02217,24-04-2025,Search,North,CTV,Millennials,App Installs,151308,9999,6.61,27904.8,723,7.23,72.09,209,35,6.79,51373.68
C02218,02-01-2024,Display,Central,CTV,Millennials,App Installs,215604,2856,1.32,2491.02,120,4.2,50.57,163,35,6.47,11332.01
C02219,10-02-2024,Search,East,Mobile,Gen Z,Sales,103625,4509,4.35,10257.57,182,4.04,53.15,144,18,6.6,7285.7
C02220,19-05-2024,Display,South,CTV,Gen Z,App Installs,125092,1801,1.44,1140.36,70,3.89,45.67,225,30,7.35,7061.53
C02221,14-06-2024,Email,North,Tablet,Gen Z,Awareness,60789,624,1.03,65.26,34,5.45,51.31,198,43,7.15,2070.15
C02222,31-05-2024,Video,North,CTV,Gen X,Leads,263846,9346,3.54,12835.05,574,6.14,33.13,159,40,9.45,62756.72
C02223,05-11-2024,Display,East,CTV,Gen Z,App Installs,186260,3286,1.76,1707.29,113,3.44,62.3,207,43,4.96,13075
C02224,01-10-2024,Display,West,Mobile,Boomers,Leads,220597,2090,0.95,1192.17,0,0,46.77,200,28,6.6,0
C02225,08-11-2024,Affiliate,West,CTV,Gen Z,Leads,121913,1878,1.54,995.48,113,6.02,55.41,234,37,7.57,9469.04
C02226,13-08-2025,Email,North,Mobile,Millennials,Awareness,65503,1956,2.99,745.68,157,8.03,46.91,138,38,6.31,9227.28
C02227,08-01-2025,Search,South,Mobile,Gen X,Sales,139837,6988,5,6413,497,7.11,58.02,245,51,9.1,47624.07
C02228,13-08-2024,Social,South,Mobile,Millennials,Leads,106904,,1.77,2031.27,86,4.53,29.04,107,20,6.27,8445.86
C02229,08-08-2025,Email,North,Mobile,Gen X,Awareness,59921,1923,3.21,1140.47,169,8.79,54.02,43,37,10,17650.87
C02230,07-12-2025,Search,North,Tablet,Gen Z,Leads,129699,6653,5.13,17181.36,426,6.4,72.02,121,41,6.69,29963.9
C02231,24-04-2025,Display,Central,CTV,Gen X,Traffic,179401,1654,0.92,620.04,34,2.06,60.75,131,46,6.58,2402.97
C02232,12-07-2024,Social,Central,CTV,Gen Z,Traffic,108636,1397,1.29,1791.47,18,1.29,40.82,201,36,8.04,312.13
C02233,22-07-2025,Display,South,CTV,Boomers,Awareness,225391,772,0.34,545.41,20,2.59,45.78,173,38,5.62,1321.42
C02234,05-06-2024,Email,Central,Desktop,Boomers,Sales,55658,1617,2.91,654.88,168,10.39,45.2,164,18,6.07,17177.45
C02235,16-01-2025,Display,East,CTV,Millennials,Awareness,251636,3465,1.38,3657.35,0,0,50.28,5,36,9.08,289.21
C02236,26-09-2024,Display,East,Mobile,Gen X,App Installs,215877,1800,0.83,1423.3,72,4,63.7,115,35,7.48,7682.19
C02237,18-07-2024,Social,South,Mobile,Gen Z,Sales,94869,1179,1.24,1442.47,23,1.95,32.86,271,40,5.59,2002.53
C02238,28-08-2025,Search,South,Mobile,Millennials,Sales,76532,3560,4.65,6167.18,171,4.8,34.87,174,27,7.49,10380.36
C02239,11-01-2025,Video,South,CTV,Gen Z,Leads,218444,4702,2.15,6622.36,289,6.15,53.84,125,32,6.02,25633.11
C02240,30-06-2025,Social,Central,Tablet,Gen X,Sales,123138,2121,1.72,838.88,43,2.03,41.52,275,49,8.85,2816.98
C02241,03-05-2024,Affiliate,South,Mobile,Millennials,Traffic,82645,941,1.14,392.86,19,2.02,28.16,104,42,6.23,1840.95
C02242,01-10-2025,Display,West,CTV,Millennials,Sales,240760,2576,1.07,1385.73,0,0,49.78,103,48,6.41,335.88
C02243,27-09-2025,Social,North,Tablet,Boomers,Traffic,127920,,1.51,2545.96,75,3.88,53.22,301,33,7.38,3900.01
C02244,20-05-2025,Affiliate,East,Mobile,Millennials,Sales,38355,843,2.2,1076.19,42,4.98,62.97,219,40,8.96,1754.74
C02245,23-02-2025,Search,North,Desktop,Gen Z,Sales,147293,7679,5.21,18927.74,434,5.65,38.25,79,34,5.54,42379.24
C02246,31-07-2024,Social,East,Mobile,Boomers,App Installs,70822,1887,2.66,1788.36,108,5.72,58.4,184,44,8.31,11362.63
